comparison_id	created_at	left_experiment_id	right_experiment_id	left_factor	right_factor	common_dates	common_rows	summary_path	notes
cmp_20260330T061747Z_close_vwap_gap_intensity_change__order_unique_trade_participation_gap_change	2026-03-30T06:17:47.257712+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	close_vwap_gap_intensity_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_close_vwap_gap_intensity_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_close_vwap_gap_intensity_change__order_notional_vs_trade_notional_gap	2026-03-30T06:17:47.273729+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	close_vwap_gap_intensity_change	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_close_vwap_gap_intensity_change__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_close_vwap_gap_intensity_change__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.281520+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	close_vwap_gap_intensity_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_close_vwap_gap_intensity_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_close_vwap_gap_intensity_change__close_vwap_churn_interaction	2026-03-30T06:17:47.291697+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	close_vwap_gap_intensity_change	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_close_vwap_gap_intensity_change__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_close_vwap_gap_intensity_change__close_vwap_churn_interaction_change	2026-03-30T06:17:47.304511+00:00	exp_20260330T053835Z_rc_20260329_close_vwap_gap_intensity_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	close_vwap_gap_intensity_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_close_vwap_gap_intensity_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio__order_unique_trade_participation_gap	2026-03-30T06:17:47.314287+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	order_trade_event_ratio	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio__order_unique_trade_participation_gap_change	2026-03-30T06:17:47.328490+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	order_trade_event_ratio	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio__order_notional_vs_trade_notional_gap	2026-03-30T06:17:47.338330+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_trade_event_ratio	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.349057+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	order_trade_event_ratio	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio__close_vwap_churn_interaction	2026-03-30T06:17:47.360741+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_trade_event_ratio	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio__close_vwap_churn_interaction_change	2026-03-30T06:17:47.375272+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	order_trade_event_ratio	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio_change__order_unique_trade_participation_gap	2026-03-30T06:17:47.388376+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	order_trade_event_ratio_change	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio_change__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio_change__order_unique_trade_participation_gap_change	2026-03-30T06:17:47.398697+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	order_trade_event_ratio_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio_change__order_notional_vs_trade_notional_gap	2026-03-30T06:17:47.409968+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_trade_event_ratio_change	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio_change__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio_change__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.419639+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	order_trade_event_ratio_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio_change__close_vwap_churn_interaction	2026-03-30T06:17:47.428615+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_trade_event_ratio_change	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio_change__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_event_ratio_change__close_vwap_churn_interaction_change	2026-03-30T06:17:47.438498+00:00	exp_20260330T053835Z_rc_20260330_order_trade_event_ratio_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	order_trade_event_ratio_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_event_ratio_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio__order_unique_trade_participation_gap	2026-03-30T06:17:47.448454+00:00	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	order_trade_notional_ratio	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio__order_unique_trade_participation_gap_change	2026-03-30T06:17:47.458798+00:00	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	order_trade_notional_ratio	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio__order_notional_vs_trade_notional_gap	2026-03-30T06:17:47.470072+00:00	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_trade_notional_ratio	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.479018+00:00	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	order_trade_notional_ratio	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio__close_vwap_churn_interaction	2026-03-30T06:17:47.489209+00:00	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_trade_notional_ratio	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio__close_vwap_churn_interaction_change	2026-03-30T06:17:47.499583+00:00	exp_20260330T053835Z_rc_20260330_order_trade_notional_ratio_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	order_trade_notional_ratio	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio_change__order_unique_trade_participation_gap	2026-03-30T06:17:47.510420+00:00	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	order_trade_notional_ratio_change	order_unique_trade_participation_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio_change__order_unique_trade_participation_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio_change__order_unique_trade_participation_gap_change	2026-03-30T06:17:47.520728+00:00	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	order_trade_notional_ratio_change	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio_change__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio_change__order_notional_vs_trade_notional_gap	2026-03-30T06:17:47.529994+00:00	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_trade_notional_ratio_change	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio_change__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio_change__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.540072+00:00	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	order_trade_notional_ratio_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio_change__close_vwap_churn_interaction	2026-03-30T06:17:47.549981+00:00	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_trade_notional_ratio_change	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio_change__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_trade_notional_ratio_change__close_vwap_churn_interaction_change	2026-03-30T06:17:47.560064+00:00	exp_20260330T053836Z_rc_20260330_order_trade_notional_ratio_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	order_trade_notional_ratio_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_trade_notional_ratio_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_unique_trade_participation_gap__order_unique_trade_participation_gap_change	2026-03-30T06:17:47.569272+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	order_unique_trade_participation_gap	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_unique_trade_participation_gap__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_unique_trade_participation_gap__order_notional_vs_trade_notional_gap	2026-03-30T06:17:47.580119+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_unique_trade_participation_gap	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_unique_trade_participation_gap__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_unique_trade_participation_gap__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.591797+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	order_unique_trade_participation_gap	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_unique_trade_participation_gap__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_unique_trade_participation_gap__close_vwap_churn_interaction	2026-03-30T06:17:47.601778+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_unique_trade_participation_gap	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_unique_trade_participation_gap__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_unique_trade_participation_gap__close_vwap_churn_interaction_change	2026-03-30T06:17:47.610540+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	order_unique_trade_participation_gap	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_unique_trade_participation_gap__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_unique_trade_participation_gap_change__order_notional_vs_trade_notional_gap	2026-03-30T06:17:47.625067+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	order_unique_trade_participation_gap_change	order_notional_vs_trade_notional_gap	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_unique_trade_participation_gap_change__order_notional_vs_trade_notional_gap/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_unique_trade_participation_gap_change__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.633772+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	order_unique_trade_participation_gap_change	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_unique_trade_participation_gap_change__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_unique_trade_participation_gap_change__close_vwap_churn_interaction	2026-03-30T06:17:47.644105+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_unique_trade_participation_gap_change	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_unique_trade_participation_gap_change__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_unique_trade_participation_gap_change__close_vwap_churn_interaction_change	2026-03-30T06:17:47.658509+00:00	exp_20260330T061746Z_rc_20260330_order_unique_trade_participation_gap_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	order_unique_trade_participation_gap_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_unique_trade_participation_gap_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_notional_vs_trade_notional_gap__order_notional_vs_trade_notional_gap_change	2026-03-30T06:17:47.669131+00:00	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	order_notional_vs_trade_notional_gap	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_notional_vs_trade_notional_gap__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_notional_vs_trade_notional_gap__close_vwap_churn_interaction	2026-03-30T06:17:47.678824+00:00	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_notional_vs_trade_notional_gap	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	27951	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_notional_vs_trade_notional_gap__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_notional_vs_trade_notional_gap__close_vwap_churn_interaction_change	2026-03-30T06:17:47.690687+00:00	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	order_notional_vs_trade_notional_gap	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_notional_vs_trade_notional_gap__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_notional_vs_trade_notional_gap_change__close_vwap_churn_interaction	2026-03-30T06:17:47.699171+00:00	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	order_notional_vs_trade_notional_gap_change	close_vwap_churn_interaction	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_notional_vs_trade_notional_gap_change__close_vwap_churn_interaction/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_order_notional_vs_trade_notional_gap_change__close_vwap_churn_interaction_change	2026-03-30T06:17:47.712373+00:00	exp_20260330T061746Z_rc_20260330_order_notional_vs_trade_notional_gap_change_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	order_notional_vs_trade_notional_gap_change	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_order_notional_vs_trade_notional_gap_change__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T061747Z_close_vwap_churn_interaction__close_vwap_churn_interaction_change	2026-03-30T06:17:47.727014+00:00	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_2026	exp_20260330T061746Z_rc_20260330_close_vwap_churn_interaction_change_2026	close_vwap_churn_interaction	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T061747Z_close_vwap_churn_interaction__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_structural_activity_proxy__order_unique_trade_participation_gap_change	2026-03-30T07:22:30.541517+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	structural_activity_proxy	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_structural_activity_proxy__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_structural_activity_proxy__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:30.554199+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	structural_activity_proxy	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_structural_activity_proxy__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_structural_activity_proxy__close_vwap_churn_interaction_change	2026-03-30T07:22:30.563180+00:00	exp_20260330T053834Z_rc_20260329_structural_activity_proxy_2026	exp_20260330T072230Z_rc_20260330_close_vwap_churn_interaction_2026	structural_activity_proxy	close_vwap_churn_interaction_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_structural_activity_proxy__close_vwap_churn_interaction_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_avg_trade_notional_bias__order_unique_trade_participation_gap_change	2026-03-30T07:22:30.583928+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T072230Z_rc_20260330_order_unique_trade_participation_gap_2026	avg_trade_notional_bias	order_unique_trade_participation_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_avg_trade_notional_bias__order_unique_trade_participation_gap_change/comparison_summary.json	autoresearch cycle comparison
cmp_20260330T072230Z_avg_trade_notional_bias__order_notional_vs_trade_notional_gap_change	2026-03-30T07:22:30.596078+00:00	exp_20260330T053835Z_rc_20260329_avg_trade_notional_bias_2026	exp_20260330T072230Z_rc_20260330_order_notional_vs_trade_notional_gap_2026	avg_trade_notional_bias	order_notional_vs_trade_notional_gap_change	2026-01-05,2026-02-24,2026-03-13	24628	/Users/yxin/AI_Workstation/hk_factor_autoresearch/runs/cmp_20260330T072230Z_avg_trade_notional_bias__order_notional_vs_trade_notional_gap_change/comparison_summary.json	autoresearch cycle comparison
